"word"	"n"	"right_spelling"
"Mv"	8	FALSE
"Myer"	8	FALSE
"N.S.W"	8	FALSE
"Nhulunbuy"	8	FALSE
"noncommissioned"	8	FALSE
"nt"	8	FALSE
"Oliphant"	8	FALSE
"ona"	8	FALSE
"os"	8	FALSE
"Outtrim"	8	FALSE
"pav"	8	FALSE
"Pedder"	8	FALSE
"Pentridge"	8	FALSE
"Piddington"	8	FALSE
"PostmastersGeneral"	8	FALSE
"rae"	8	FALSE
"reestablishment"	8	FALSE
"revenueproducing"	8	FALSE
"Ronaldson"	8	FALSE
"roneoed"	8	FALSE
"sa"	8	FALSE
"sav"	8	FALSE
"Scotchmen"	8	FALSE
"Serjeant"	8	FALSE
"Sessional"	8	FALSE
"Sim"	8	FALSE
"Sinn"	8	FALSE
"SolicitorGeneral"	8	FALSE
"Spicer"	8	FALSE
"straightout"	8	FALSE
"straightway"	8	FALSE
"Thatis"	8	FALSE
"thebill"	8	FALSE
"thefirst"	8	FALSE
"thepeople"	8	FALSE
"thePrime"	8	FALSE
"theright"	8	FALSE
"theTreasurer"	8	FALSE
"Thieu"	8	FALSE
"thinkthat"	8	FALSE
"Tippett"	8	FALSE
"Titterton"	8	FALSE
"to.be"	8	FALSE
"to1"	8	FALSE
"tosee"	8	FALSE
"Treloar"	8	FALSE
"tween"	8	FALSE
"unalienated"	8	FALSE
"undergrounding"	8	FALSE
"une"	8	FALSE
"unpayable"	8	FALSE
"veriest"	8	FALSE
"vo"	8	FALSE
"Vol"	8	FALSE
"wai"	8	FALSE
"weare"	8	FALSE
"whereever"	8	FALSE
"whichthe"	8	FALSE
"wi"	8	FALSE
"woolgrower"	8	FALSE
"would1"	8	FALSE
"Wragge"	8	FALSE
"Wriedt"	8	FALSE
"00m"	7	FALSE
"250m"	7	FALSE
"2S"	7	FALSE
"42s"	7	FALSE
"4a"	7	FALSE
"52m"	7	FALSE
"6i"	7	FALSE
"700m"	7	FALSE
"75m"	7	FALSE
"7a"	7	FALSE
"80s"	7	FALSE
"alt"	7	FALSE
"amd"	7	FALSE
"ance"	7	FALSE
"and1s"	7	FALSE
"andi"	7	FALSE
"appraisements"	7	FALSE
"Arltunga"	7	FALSE
"Asprey"	7	FALSE
"asthe"	7	FALSE
"atten"	7	FALSE
"Avtur"	7	FALSE
"ay"	7	FALSE
"B.H.P"	7	FALSE
"bacl"	7	FALSE
"Barklay"	7	FALSE
"Beeby"	7	FALSE
"Berinson"	7	FALSE
"Berrima"	7	FALSE
"bie"	7	FALSE
"blanche"	7	FALSE
"Blundell"	7	FALSE
"Boonaroo"	7	FALSE
"broadminded"	7	FALSE
"Bryson"	7	FALSE
"bs"	7	FALSE
"Burmah"	7	FALSE
"Caulfield"	7	FALSE
"Changi"	7	FALSE
"Chou"	7	FALSE
"cif"	7	FALSE
"cn"	7	FALSE
"cockies"	7	FALSE
"Collings"	7	FALSE
"Cominform"	7	FALSE
"como"	7	FALSE
"Coutts"	7	FALSE
"Cowra"	7	FALSE
"Coyne"	7	FALSE
"CYSS"	7	FALSE
"daylabour"	7	FALSE
"Dix"	7	FALSE
"doradillo"	7	FALSE
"Eastlake"	7	FALSE
"ed"	7	FALSE
"een"	7	FALSE
"ence"	7	FALSE
"Ewen"	7	FALSE
"Failes"	7	FALSE
"Fawnmac"	7	FALSE
"Fegan"	7	FALSE
"ference"	7	FALSE
"Finnane"	7	FALSE
"Footscray"	7	FALSE
"Gepp"	7	FALSE
"Goebbels"	7	FALSE
"Gompers"	7	FALSE
"governmentowned"	7	FALSE
"Governnent"	7	FALSE
"gratia"	7	FALSE
"Groote"	7	FALSE
"Gunnedah"	7	FALSE
"hai"	7	FALSE
"hav"	7	FALSE
"Healey"	7	FALSE
"Henderson's"	7	FALSE
"Hewart"	7	FALSE
"hi3"	7	FALSE
"Hodgson"	7	FALSE
"Honor"	7	FALSE
"honor.able"	7	FALSE
"Hopetoun"	7	FALSE
"Hoyts"	7	FALSE
"Hyland"	7	FALSE
"Ifthe"	7	FALSE
"Ihope"	7	FALSE
"ina"	7	FALSE
"indi"	7	FALSE
"indorsing"	7	FALSE
"inregard"	7	FALSE
"InspectorGeneral"	7	FALSE
"Iri"	7	FALSE
"Ishall"	7	FALSE
"isthat"	7	FALSE
"Iwould"	7	FALSE
"Jarrah"	7	FALSE
"ject"	7	FALSE
"jio"	7	FALSE
"Katoomba"	7	FALSE
"Kekwick"	7	FALSE
"Kell"	7	FALSE
"ki"	7	FALSE
"Kimba"	7	FALSE
"labor"	7	FALSE
"lai"	7	FALSE
"Laing"	7	FALSE
"Legge"	7	FALSE
"lexias"	7	FALSE
"LieutenantGeneral"	7	FALSE
"lumpers"	7	FALSE
"Mareeba"	7	FALSE
"Maroubra"	7	FALSE
"McArthur"	7	FALSE
"McNeill"	7	FALSE
"MMA"	7	FALSE
"Mosman"	7	FALSE
"Mr.FENTON"	7	FALSE
"Mr.J"	7	FALSE
"Mr.R"	7	FALSE
"Mr.WATSON"	7	FALSE
"Mr.White"	7	FALSE
"mustbe"	7	FALSE
"NCDC"	7	FALSE
"neces"	7	FALSE
"NLF"	7	FALSE
"nonofficial"	7	FALSE
"northwest"	7	FALSE
"northwestern"	7	FALSE
"Oldage"	7	FALSE
"paralyzed"	7	FALSE
"partment"	7	FALSE
"Penfold"	7	FALSE
"Piesse"	7	FALSE
"Poulton"	7	FALSE
"Prims"	7	FALSE
"produc"	7	FALSE
"Proserpine"	7	FALSE
"Puckapunyal"	7	FALSE
"R.A.A.F"	7	FALSE
"rom"	7	FALSE
"Ryland"	7	FALSE
"s.s"	7	FALSE
"S3"	7	FALSE
"Sandys"	7	FALSE
"sawmillers"	7	FALSE
"saythat"	7	FALSE
"seme"	7	FALSE
"Serviceton"	7	FALSE
"Sheehy"	7	FALSE
"Sime"	7	FALSE
"Stoller"	7	FALSE
"subdivisional"	7	FALSE
"Suharto"	7	FALSE
"Svdney"	7	FALSE
"t'he"	7	FALSE
"Teheran"	7	FALSE
"TFX"	7	FALSE
"thb"	7	FALSE
"theStates"	7	FALSE
"thf"	7	FALSE
"Thi"	7	FALSE
"thosewho"	7	FALSE
"Tidswell"	7	FALSE
"tive"	7	FALSE
"tohave"	7	FALSE
"TPI"	7	FALSE
"tr"	7	FALSE
"treasurybills"	7	FALSE
"udges"	7	FALSE
"Unley"	7	FALSE
"uponthe"	7	FALSE
"Urbanchich"	7	FALSE
"ut"	7	FALSE
"vided"	7	FALSE
"vignerons"	7	FALSE
"viticultural"	7	FALSE
"wageearner"	7	FALSE
"Westmead"	7	FALSE
"WILLIAMMcMILLAN"	7	FALSE
"wirenetting"	7	FALSE
"wishto"	7	FALSE
"workingclass"	7	FALSE
"000m"	6	FALSE
"0s"	6	FALSE
"1.6m"	6	FALSE
"12m"	6	FALSE
"27m"	6	FALSE
"2c"	6	FALSE
"30c"	6	FALSE
"31s"	6	FALSE
"34s"	6	FALSE
"3a"	6	FALSE
"3J"	6	FALSE
"3LO"	6	FALSE
"400m"	6	FALSE
"4J"	6	FALSE
"6c"	6	FALSE
"70s"	6	FALSE
"7c"	6	FALSE
"8j"	6	FALSE
"a1"	6	FALSE
"Abermain"	6	FALSE
"agc"	6	FALSE
"ais"	6	FALSE
"allnight"	6	FALSE
"allparty"	6	FALSE
"andwe"	6	FALSE
"AnsettA.N.A"	6	FALSE
"antiinflationary"	6	FALSE
"antiSocialism"	6	FALSE
"Anzacs"	6	FALSE
"Arnhem"	6	FALSE
"ata"	6	FALSE
"Atcherley"	6	FALSE
"Australianborn"	6	FALSE
"avery"	6	FALSE
"AWU"	6	FALSE
"balancesheets"	6	FALSE
"ballotpaper"	6	FALSE
"BATCHELOR"	6	FALSE
"Battersby"	6	FALSE
"Bavin"	6	FALSE
"becauseI"	6	FALSE
"becauseof"	6	FALSE
"beforethe"	6	FALSE
"Berri"	6	FALSE
"Bevin"	6	FALSE
"bil"	6	FALSE
"bini"	6	FALSE
"Bitoi"	6	FALSE
"Bonegilla"	6	FALSE
"Brigden"	6	FALSE
"Bulwa"	6	FALSE
"Byles"	6	FALSE
"c.c"	6	FALSE
"cadetships"	6	FALSE
"Callan"	6	FALSE
"Campbelltown"	6	FALSE
"Canungra"	6	FALSE
"Chatswood"	6	FALSE
"Clyne"	6	FALSE
"Coburg"	6	FALSE
"Coghlan's"	6	FALSE
"CommonwealthState"	6	FALSE
"conscriptionists"	6	FALSE
"Cooktown"	6	FALSE
"Cresco"	6	FALSE
"Creswell"	6	FALSE
"cwn"	6	FALSE
"D.D.T"	6	FALSE
"D.L.P"	6	FALSE
"Dalby"	6	FALSE
"Dethridge"	6	FALSE
"didnot"	6	FALSE
"ditions"	6	FALSE
"DLP"	6	FALSE
"domicil"	6	FALSE
"draftsmanship"	6	FALSE
"Druitt"	6	FALSE
"duced"	6	FALSE
"Edie"	6	FALSE
"Eggleston"	6	FALSE
"el"	6	FALSE
"endeavoring"	6	FALSE
"enroll"	6	FALSE
"exservice"	6	FALSE
"Eylandt"	6	FALSE
"f.o.r"	6	FALSE
"Facom"	6	FALSE
"fellmongers"	6	FALSE
"for1s"	6	FALSE
"forWentworth"	6	FALSE
"Fraserism"	6	FALSE
"freeway"	6	FALSE
"FRG"	6	FALSE
"fulltime"	6	FALSE
"Gaha"	6	FALSE
"Georgestreet"	6	FALSE
"Gilbertian"	6	FALSE
"Goldwyn"	6	FALSE
"Goodluck"	6	FALSE
"Grenfell"	6	FALSE
"hath"	6	FALSE
"havethe"	6	FALSE
"Hd"	6	FALSE
"Hedland"	6	FALSE
"hewas"	6	FALSE
"Hindoos"	6	FALSE
"HMAS"	6	FALSE
"Hoffmann"	6	FALSE
"Holsworthy"	6	FALSE
"Hon.Ian"	6	FALSE
"honora'ble"	6	FALSE
"honorablemember's"	6	FALSE
"honoring"	6	FALSE
"hp"	6	FALSE
"hud"	6	FALSE
"I.L.O"	6	FALSE
"ian"	6	FALSE
"ironworkers"	6	FALSE
"ists"	6	FALSE
"itf"	6	FALSE
"itwould"	6	FALSE
"jure"	6	FALSE
"Kerensky"	6	FALSE
"knowthat"	6	FALSE
"Leake"	6	FALSE
"Ley"	6	FALSE
"locallymade"	6	FALSE
"Loder"	6	FALSE
"Ludeke"	6	FALSE
"Mahon"	6	FALSE
"mal"	6	FALSE
"manuf"	6	FALSE
"manufac"	6	FALSE
"manufactory"	6	FALSE
"Marraboor"	6	FALSE
"martialled"	6	FALSE
"Maru"	6	FALSE
"Marys"	6	FALSE
"Mataranka"	6	FALSE
"McGuren"	6	FALSE
"McNamara"	6	FALSE
"Mcpherson"	6	FALSE
"mem'ber"	6	FALSE
"meto"	6	FALSE
"Micawber"	6	FALSE
"mightbe"	6	FALSE
"Minh"	6	FALSE
"Mr.F"	6	FALSE
"Mr.Forde"	6	FALSE
"Mr.Rodgers"	6	FALSE
"Mr.RODGERS"	6	FALSE
"Mr.ROSEVEAR"	6	FALSE
"MrMillarOrder"	6	FALSE
"N.A.C.C"	6	FALSE
"negro"	6	FALSE
"noconfidence"	6	FALSE
"noncontentious"	6	FALSE
"nonresidential"	6	FALSE
"nonunionist"	6	FALSE
"Norgard"	6	FALSE
"Normanton"	6	FALSE
"notonly"	6	FALSE
"occa"	6	FALSE
"ofthis"	6	FALSE
"Opposi"	6	FALSE
"Ouyen"	6	FALSE
"Ozanne"	6	FALSE
"paralyze"	6	FALSE
"particu"	6	FALSE
"Pavelic"	6	FALSE
"pei"	6	FALSE
"Penhalluriack"	6	FALSE
"Ph.D"	6	FALSE
"Phuoc"	6	FALSE
"Pittsburg"	6	FALSE
"PJT"	6	FALSE
"ployed"	6	FALSE
"ployees"	6	FALSE
"powellized"	6	FALSE
"Pratt"	6	FALSE
"precis"	6	FALSE
"primaryproducing"	6	FALSE
"prob"	6	FALSE
"Queeusland"	6	FALSE
"Quorn"	6	FALSE
"rale"	6	FALSE
"Randall"	6	FALSE
"regardto"	6	FALSE
"righthonorable"	6	FALSE
"rnining"	6	FALSE
"S.E.A.T.O"	6	FALSE
"S.M"	6	FALSE
"Sandford's"	6	FALSE
"sewered"	6	FALSE
"should1"	6	FALSE
"shouldnot"	6	FALSE
"si"	6	FALSE
"sions"	6	FALSE
"SirJohn"	6	FALSE
"Skewes"	6	FALSE
"SKr"	6	FALSE
"slaughtermen"	6	FALSE
"sofar"	6	FALSE
"SouthEast"	6	FALSE
"sugargrowers"	6	FALSE
"t.o"	6	FALSE
"Tarcoola"	6	FALSE
"Taroona"	6	FALSE
"tei"	6	FALSE
"tenyear"	6	FALSE
"thatthey"	6	FALSE
"the_"	6	FALSE
"the1st"	6	FALSE
"thecommunity"	6	FALSE
"thesubject"	6	FALSE
"thraldom"	6	FALSE
"tlo"	6	FALSE
"to8"	6	FALSE
"tobaccogrowers"	6	FALSE
"tommy"	6	FALSE
"tothis"	6	FALSE
"trafficable"	6	FALSE
"Tse"	6	FALSE
"Tunku"	6	FALSE
"ture"	6	FALSE
"Tuy"	6	FALSE
"Tweedmouth"	6	FALSE
"twoairline"	6	FALSE
"unificationist"	6	FALSE
"vise"	6	FALSE
"w.as"	6	FALSE
"Wallaroo"	6	FALSE
"wasa"	6	FALSE
"wasnot"	6	FALSE
"watersiders"	6	FALSE
"Westernport"	6	FALSE
"wheats"	6	FALSE
"Whiddon"	6	FALSE
"wil"	6	FALSE
"Willesee"	6	FALSE
"Woden"	6	FALSE
"Woolcott"	6	FALSE
"Wyalong"	6	FALSE
"Yarrabah"	6	FALSE
"Yarrawonga"	6	FALSE
"1,300m"	5	FALSE
"105a"	5	FALSE
"11s"	5	FALSE
"12c"	5	FALSE
"13m"	5	FALSE
"14d"	5	FALSE
"197S"	5	FALSE
"2KY"	5	FALSE
"2Sth"	5	FALSE
"36a"	5	FALSE
"37s"	5	FALSE
"3c"	5	FALSE
"4.5m"	5	FALSE
"45s"	5	FALSE
"47c"	5	FALSE
"58m"	5	FALSE
"60c"	5	FALSE
"63s"	5	FALSE
"74m"	5	FALSE
"80m"	5	FALSE
"9i"	5	FALSE
"Aberdare"	5	FALSE
"ableto"	5	FALSE
"about1s"	5	FALSE
"Abrahams"	5	FALSE
"accompli"	5	FALSE
"agendum"	5	FALSE
"AgentsGeneral"	5	FALSE
"airly"	5	FALSE
"alittle"	5	FALSE
"Amery"	5	FALSE
"Amin"	5	FALSE
"an'd"	5	FALSE
"AngloJapanese"	5	FALSE
"AngloPersian"	5	FALSE
"anil"	5	FALSE
"ANL"	5	FALSE
"antiAmerican"	5	FALSE
"antiAustralian"	5	FALSE
"arp"	5	FALSE
"Asa"	5	FALSE
"Atyeo"	5	FALSE
"audi"	5	FALSE
"Austalian"	5	FALSE
"Australiawide"	5	FALSE
"Automobile"	5	FALSE
"awd"	5	FALSE
"BACIII"	5	FALSE
"Baerami"	5	FALSE
"ballotbox"	5	FALSE
"Bandoeng"	5	FALSE
"Barcaldine"	5	FALSE
"Bataan"	5	FALSE
"Beaudesert"	5	FALSE
"bef"	5	FALSE
"betwen"	5	FALSE
"Bigart"	5	FALSE
"Bisley"	5	FALSE
"Bjelke"	5	FALSE
"bluestone"	5	FALSE
"BMR"	5	FALSE
"Bondi"	5	FALSE
"bootmaking"	5	FALSE
"Boulia"	5	FALSE
"Bourinot"	5	FALSE
"bouses"	5	FALSE
"Bovril"	5	FALSE
"Brasserts"	5	FALSE
"Braybrook"	5	FALSE
"brickmaking"	5	FALSE
"Brimblecombe"	5	FALSE
"Buka"	5	FALSE
"Burchett"	5	FALSE
"Burwood"	5	FALSE
"bya"	5	FALSE
"byproducts"	5	FALSE
"C.S.R"	5	FALSE
"Caltex"	5	FALSE
"CATTS"	5	FALSE
"cbe"	5	FALSE
"cerned"	5	FALSE
"Clarice"	5	FALSE
"Com.monwealth"	5	FALSE
"Commissionership"	5	FALSE
"Commitee"	5	FALSE
"Commos"	5	FALSE
"Comonwealth"	5	FALSE
"Conde"	5	FALSE
"constitutents"	5	FALSE
"Conzinc"	5	FALSE
"Corcoran"	5	FALSE
"cottongrowing"	5	FALSE
"crossexamine"	5	FALSE
"Culcairn"	5	FALSE
"Cumpston"	5	FALSE
"Cunnamulla"	5	FALSE
"Cussen"	5	FALSE
"cyanogas"	5	FALSE
"dealingwith"	5	FALSE
"decasualization"	5	FALSE
"Delprat"	5	FALSE
"Deutsche"	5	FALSE
"Devine"	5	FALSE
"di"	5	FALSE
"Dimboola"	5	FALSE
"dixit"	5	FALSE
"doesnot"	5	FALSE
"duc"	5	FALSE
"Duffy's"	5	FALSE
"Dunrossil"	5	FALSE
"Dunstan's"	5	FALSE
"eli"	5	FALSE
"Elizabethstreet"	5	FALSE
"enginedrivers"	5	FALSE
"EngineerinChief"	5	FALSE
"Enoggera"	5	FALSE
"Erldunda"	5	FALSE
"Essington"	5	FALSE
"everincreasing"	5	FALSE
"exmember"	5	FALSE
"expen"	5	FALSE
"exsoldier"	5	FALSE
"extenso"	5	FALSE
"Fabian"	5	FALSE
"Fahey"	5	FALSE
"fanner"	5	FALSE
"fellmonger"	5	FALSE
"fellowcitizens"	5	FALSE
"fis"	5	FALSE
"fmd"	5	FALSE
"FN"	5	FALSE
"Fortescue"	5	FALSE
"forWest"	5	FALSE
"Foy"	5	FALSE
"fruitgrower"	5	FALSE
"Fulbright"	5	FALSE
"fulfill"	5	FALSE
"Galleghan"	5	FALSE
"Garran's"	5	FALSE
"Gidgealpa"	5	FALSE
"governmentcontrolled"	5	FALSE
"Grimwade"	5	FALSE
"h.p"	5	FALSE
"Haldane"	5	FALSE
"halfanhour"	5	FALSE
"Harragan"	5	FALSE
"hasnot"	5	FALSE
"havea"	5	FALSE
"heis"	5	FALSE
"Henniker"	5	FALSE
"HighCourt"	5	FALSE
"Hindoo"	5	FALSE
"Hoad"	5	FALSE
"holdups"	5	FALSE
"Hollway"	5	FALSE
"holus"	5	FALSE
"Holyman"	5	FALSE
"hotelkeepers"	5	FALSE
"humpies"	5	FALSE
"hurden"	5	FALSE
"ibr"	5	FALSE
"iD"	5	FALSE
"illconsidered"	5	FALSE
"in1"	5	FALSE
"indiarubber"	5	FALSE
"indigenes"	5	FALSE
"Ingleburn"	5	FALSE
"intothe"	5	FALSE
"investiga"	5	FALSE
"Irise"	5	FALSE
"is1s"	5	FALSE
"Isay"	5	FALSE
"Ithas"	5	FALSE
"ithe"	5	FALSE
"Itwas"	5	FALSE
"Jerger"	5	FALSE
"Jindivik"	5	FALSE
"jointers"	5	FALSE
"Kai"	5	FALSE
"Kauri"	5	FALSE
"ke"	5	FALSE
"Kissinger"	5	FALSE
"Koolan"	5	FALSE
"Kronheimer"	5	FALSE
"Kyabram"	5	FALSE
"lae"	5	FALSE
"Lahey"	5	FALSE
"Lansdown"	5	FALSE
"Largs"	5	FALSE
"larly"	5	FALSE
"Lascar"	5	FALSE
"lav"	5	FALSE
"les"	5	FALSE
"Lidcombe"	5	FALSE
"lite"	5	FALSE
"longrange"	5	FALSE
"longterm"	5	FALSE
"Loudon"	5	FALSE
"Lysaghts"	5	FALSE
"m.p.h"	5	FALSE
"Madang"	5	FALSE
"madein"	5	FALSE
"mads"	5	FALSE
"Marwick"	5	FALSE
"Mawson"	5	FALSE
"McCarthyism"	5	FALSE
"McCaughey"	5	FALSE
"McColm"	5	FALSE
"McEacharn"	5	FALSE
"McLEAN"	5	FALSE
"md"	5	FALSE
"mein"	5	FALSE
"Millhouse"	5	FALSE
"Ministerof"	5	FALSE
"monopolisation"	5	FALSE
"Mr.CHIFLEY"	5	FALSE
"Mr.JOSEPH"	5	FALSE
"Mr.W"	5	FALSE
"Murtoa"	5	FALSE
"N.C.O"	5	FALSE
"Namoi"	5	FALSE
"narrowminded"	5	FALSE
"ne"	5	FALSE
"Newtown"	5	FALSE
"Nhill"	5	FALSE
"nl"	5	FALSE
"noncontributory"	5	FALSE
"nonLabour"	5	FALSE
"nonmetropolitan"	5	FALSE
"Noumea"	5	FALSE
"num"	5	FALSE
"numberof"	5	FALSE
"oe"	5	FALSE
"ofhis"	5	FALSE
"ofUnrra"	5	FALSE
"Oldershaw"	5	FALSE
"onefifth"	5	FALSE
"onefourth"	5	FALSE
"paralyzing"	5	FALSE
"Parly"	5	FALSE
"pastrycooks"	5	FALSE
"Pearce's"	5	FALSE
"Pender"	5	FALSE
"persistency"	5	FALSE
"Pettitt"	5	FALSE
"photostat"	5	FALSE
"policv"	5	FALSE
"posi"	5	FALSE
"Prima"	5	FALSE
"Pullan"	5	FALSE
"Qf"	5	FALSE
"quarantinable"	5	FALSE
"Railton"	5	FALSE
"rd"	5	FALSE
"reappraisement"	5	FALSE
"recommittals"	5	FALSE
"reemployment"	5	FALSE
"reestablished"	5	FALSE
"Reichsbank"	5	FALSE
"responsiblity"	5	FALSE
"Ricketson"	5	FALSE
"Rolleston"	5	FALSE
"rollingstock"	5	FALSE
"roomed"	5	FALSE
"ros"	5	FALSE
"Rosemount"	5	FALSE
"Roumania"	5	FALSE
"Rudkin"	5	FALSE
"Ruml"	5	FALSE
"Rutherglen"	5	FALSE
"S00,000"	5	FALSE
"Samarai"	5	FALSE
"Sankey"	5	FALSE
"sary"	5	FALSE
"sei"	5	FALSE
"selfsupporting"	5	FALSE
"sellout"	5	FALSE
"semigovernmental"	5	FALSE
"Sepik"	5	FALSE
"Servia"	5	FALSE
"Shand"	5	FALSE
"shek"	5	FALSE
"shooks"	5	FALSE
"shortsighted"	5	FALSE
"Smithton"	5	FALSE
"sta"	5	FALSE
"T.B"	5	FALSE
"tained"	5	FALSE
"tas"	5	FALSE
"tation"	5	FALSE
"Tattersalls"	5	FALSE
"tbe"	5	FALSE
"tele"	5	FALSE
"Tennant's"	5	FALSE
"Tennants"	5	FALSE
"than1s"	5	FALSE
"thd"	5	FALSE
"theBill"	5	FALSE
"thecase"	5	FALSE
"thecountry"	5	FALSE
"theday"	5	FALSE
"thelast"	5	FALSE
"theOpposition"	5	FALSE
"theposition"	5	FALSE
"thequestion"	5	FALSE
"therewas"	5	FALSE
"theRoyal"	5	FALSE
"thewar"	5	FALSE
"thewhole"	5	FALSE
"Thiess"	5	FALSE
"threequarters"	5	FALSE
"Tientsin"	5	FALSE
"tike"	5	FALSE
"time.I"	5	FALSE
"tives"	5	FALSE
"tl"	5	FALSE
"tne"	5	FALSE
"Tompsitt"	5	FALSE
"topay"	5	FALSE
"Topp"	5	FALSE
"Towra"	5	FALSE
"Tudehope"	5	FALSE
"tv"	5	FALSE
"twentyone"	5	FALSE
"U.N.C.T.A.D"	5	FALSE
"U.S"	5	FALSE
"ult"	5	FALSE
"unarmoured"	5	FALSE
"unbusinesslike"	5	FALSE
"unforgiveable"	5	FALSE
"unqualifiedly"	5	FALSE
"V.L"	5	FALSE
"VIb"	5	FALSE
"vid"	5	FALSE
"vides"	5	FALSE
"wa.s"	5	FALSE
"waggon"	5	FALSE
"Warrego"	5	FALSE
"ween"	5	FALSE
"Welaregang"	5	FALSE
"weshould"	5	FALSE
"wheal"	5	FALSE
"whichwe"	5	FALSE
"Whittorn"	5	FALSE
"whoare"	5	FALSE
"Wickens"	5	FALSE
"willi"	5	FALSE
"WILLIAMLYNE"	5	FALSE
"willtake"	5	FALSE
"Wonthaggi"	5	FALSE
"Woodhouse"	5	FALSE
"1,500m"	4	FALSE
"1.4m"	4	FALSE
"102a"	4	FALSE
"10ths"	4	FALSE
"11.6m"	4	FALSE
"120m"	4	FALSE
"12a"	4	FALSE
"12J"	4	FALSE
"15c"	4	FALSE
"15d"	4	FALSE
"17m"	4	FALSE
"1890s"	4	FALSE
"1920s"	4	FALSE
"1m"	4	FALSE
"2,500m"	4	FALSE
"22m"	4	FALSE
"230m"	4	FALSE
"23m"	4	FALSE
"24m"	4	FALSE
"29a"	4	FALSE
"2GB"	4	FALSE
"2HD"	4	FALSE
"2J"	4	FALSE
"33m"	4	FALSE
"340m"	4	FALSE
"35m"	4	FALSE
"39m"	4	FALSE
"44d"	4	FALSE
"44m"	4	FALSE
"44s"	4	FALSE
"47E"	4	FALSE
"48s"	4	FALSE
"4id"	4	FALSE
"4LG"	4	FALSE
"54m"	4	FALSE
"5a"	4	FALSE
"5c"	4	FALSE
"6f"	4	FALSE
"7id"	4	FALSE
"980s"	4	FALSE
"A.B"	4	FALSE
"A3"	4	FALSE
"abo"	4	FALSE
"Admans"	4	FALSE
"ae"	4	FALSE
"AgentGeneral"	4	FALSE
"AGIC"	4	FALSE
"ain"	4	FALSE
"ako"	4	FALSE
"allpowerful"	4	FALSE
"anda"	4	FALSE
"andit"	4	FALSE
"andto"	4	FALSE
"ani"	4	FALSE
"anl"	4	FALSE
"antidumping"	4	FALSE
"anting"	4	FALSE
"appli"	4	FALSE
"APRA"	4	FALSE
"ARCHDALEPARKHILL.The"	4	FALSE
"asare"	4	FALSE
"ASIO's"	4	FALSE
"asmuch"	4	FALSE
"aswell"	4	FALSE
"ATI"	4	FALSE
"atthe"	4	FALSE
"AttorneysGeneral"	4	FALSE
"Aust"	4	FALSE
"Austra"	4	FALSE
"AustralianAmerican"	4	FALSE
"Australianism"	4	FALSE
"autho"	4	FALSE
"Avoca"	4	FALSE
"BAC"	4	FALSE
"Balibo"	4	FALSE
"bein"	4	FALSE
"ben"	4	FALSE
"benecessary"	4	FALSE
"beno"	4	FALSE
"Birdum"	4	FALSE
"Birdwood"	4	FALSE
"Birney"	4	FALSE
"Birrell"	4	FALSE
"BiU"	4	FALSE
"Blacktown"	4	FALSE
"Bolsheviki"	4	FALSE
"bom"	4	FALSE
"Bonar"	4	FALSE
"Borthwick"	4	FALSE
"Bosman"	4	FALSE
"bousing"	4	FALSE
"Br"	4	FALSE
"Bren"	4	FALSE
"Bris"	4	FALSE
"brushware"	4	FALSE
"Budgetpapers"	4	FALSE
"Bui"	4	FALSE
"Bulcock"	4	FALSE
"burking"	4	FALSE
"BWIU"	4	FALSE
"byandby"	4	FALSE
"Byfield"	4	FALSE
"C.B.E"	4	FALSE
"C.L.R"	4	FALSE
"C.M.G"	4	FALSE
"Camm"	4	FALSE
"Campbells"	4	FALSE
"canegrowers"	4	FALSE
"Capetown"	4	FALSE
"cas"	4	FALSE
"catspaw"	4	FALSE
"ceived"	4	FALSE
"cementmaking"	4	FALSE
"Charta"	4	FALSE
"Chifley's"	4	FALSE
"Chresby"	4	FALSE
"cial"	4	FALSE
"Clapp"	4	FALSE
"Cleary"	4	FALSE
"Clem"	4	FALSE
"coachbuilders"	4	FALSE
"Commonweatlh"	4	FALSE
"Communistcontrolled"	4	FALSE
"coney"	4	FALSE
"connexionwith"	4	FALSE
"Conroy"	4	FALSE
"ConsulGeneral"	4	FALSE
"corkboard"	4	FALSE
"costofliving"	4	FALSE
"couldbe"	4	FALSE
"Coulson"	4	FALSE
"CourierMail"	4	FALSE
"Courtice"	4	FALSE
"Cr"	4	FALSE
"Cremean"	4	FALSE
"Creswick"	4	FALSE
"Critchley"	4	FALSE
"Croker"	4	FALSE
"crossexamination"	4	FALSE
"D'Arcy"	4	FALSE
"Dajarra"	4	FALSE
"Dalrymple"	4	FALSE
"Dapto"	4	FALSE
"Darlinghurst"	4	FALSE
"Dat"	4	FALSE
"db"	4	FALSE
"Deniliquin"	4	FALSE
"der"	4	FALSE
"desireto"	4	FALSE
"deuteride"	4	FALSE
"DFRB"	4	FALSE
"diately"	4	FALSE
"Dickie"	4	FALSE
"dictaphones"	4	FALSE
"diffi"	4	FALSE
"dilutees"	4	FALSE
"direc"	4	FALSE
"diture"	4	FALSE
"Dobie"	4	FALSE
"Dodd"	4	FALSE
"doginthemanger"	4	FALSE
"dr"	4	FALSE
"Drs"	4	FALSE
"duce"	4	FALSE
"Dunera"	4	FALSE
"dustry"	4	FALSE
"E.N.D.C"	4	FALSE
"Eather"	4	FALSE
"Eawkner"	4	FALSE
"Edu"	4	FALSE
"ejectment"	4	FALSE
